65440,stackmedia,Vid Min ERON,AdGroup #2,joel,http://www.stack.com/video_min/?plid=3507185913001&vid=3815844596001&utm_source=advertise&utm_medium=cpc&utm_content=<<AFFSUB>>&utm_campaign=Group3_ERON_VidMinNoBanner
65440,stackmedia,Vid Min ERON,AdGroup #2,joel,http://www.stack.com/video_min/?plid=3507185913001&vid=3815844599001&utm_source=advertise&utm_medium=cpc&utm_content=<<AFFSUB>>&utm_campaign=Group3_ERON_VidMinNoBanner
65440,stackmedia,Vid Min ERON,AdGroup #2,joel,http://www.stack.com/video_min/?plid=3507185913001&vid=3815310684001&utm_source=advertise&utm_medium=cpc&utm_content=<<AFFSUB>>&utm_campaign=Group3_ERON_VidMinNoBanner
65440,stackmedia,Vid Min ERON,AdGroup #2,joel,http://www.stack.com/video_min/?plid=3507185913001&vid=2303191357001&utm_source=advertise&utm_medium=cpc&utm_content=<<AFFSUB>>&utm_campaign=Group3_ERON_VidMinNoBanner
65422,ozone,Norton Support,Norton Support,joel,http://virtual-support.org/norton-support.php?pn=1-877-888-2561
65422,ozone,Norton Support,Norton Support,joel,http://virtual-support.org/norton-support.php?pn=1-877-888-2561

65422,ozone,Norton Support,Norton Support,joel,http://virtual-support.org/norton-support.php?pn=1-877-888-2561
65422,ozone,Norton Support,Norton Support,joel,http://virtual-support.org/norton-support.php?pn=1-877-888-2561
65422,ozone,Norton Support,Norton Support,joel,http://virtual-support.org/norton-support.php?pn=1-877-888-2561

65422,ozone,Norton Support,Norton Support,joel,http://virtual-support.org/norton-support.php?pn=1-877-888-2561
65422,ozone,McAfee Support,McAfee Support,joel,http://virtual-support.org/support-for-mcafee.php?pn=1-877-888-2561
65422,ozone,McAfee Support,McAfee Support,joel,http://virtual-support.org/support-for-mcafee.php?pn=1-877-888-2561
65422,ozone,McAfee Support,McAfee Support,joel,http://virtual-support.org/support-for-mcafee.php?pn=1-877-888-2561
